┌──────────┬───────────────────────────────┬─────────────────────┬───────┬────────────────────────────┐
│ leads_id │             stage             │      timestamp      │ state │           reason           │
│ 359      │ leads_registered              │ 2021-03-08 17:44:31 │ 1     │                            │
│ 359      │ leads_qualification           │ 2021-03-12 14:45:27 │ 1     │                            │
│ 359      │ initial_communication_success │ 2021-03-15 15:36:43 │ 1     │                            │
│ 359      │ approach_success              │ 2021-03-16 10:25:10 │ 1     │                            │
│ 359      │ discussion_success            │ 2021-03-22 11:09:07 │ 1     │                            │
│ 359      │ offer_sent                    │ 2021-03-23 10:51:44 │ 1     │                            │
│ 359      │ quotation_recieved            │ 2021-03-29 15:11:47 │ 1     │                            │
│ 359      │ deal_won                      │ 2021-04-06 11:23:35 │ 1     │                            │
│ 360      │ leads_registered              │ 2021-03-09 12:27:35 │ 1     │                            │
│ 360      │ leads_qualification           │ 2021-03-12 16:00:07 │ 1     │                            │
│ 360      │ initial_communication_success │ 2021-03-15 14:24:35 │ 1     │                            │
│ 360      │ approach_success              │ 2021-03-16 15:24:43 │ 1     │                            │
│ 360      │ discussion_success            │ 2021-03-23 12:29:46 │ 1     │                            │
│ 360      │ offer_sent                    │ 2021-03-25 17:28:20 │ 1     │                            │
│ 360      │ quotation_recieved            │ 2021-03-29 11:22:36 │ 1     │                            │
│ 360      │ deal_won                      │ 2021-04-01 13:54:48 │ 1     │                            │
│ 361      │ leads_registered              │ 2021-03-09 13:27:53 │ 1     │                            │
│ 361      │ leads_qualification           │ 2021-03-15 09:31:46 │ 1     │                            │
│ 361      │ initial_communication_success │ 2021-03-17 11:43:52 │ 1     │                            │
│ 361      │ approach_success              │ 2021-03-19 09:11:58 │ 1     │                            │
│ 361      │ discussion_success            │ 2021-03-25 10:15:41 │ 1     │                            │
│ 361      │ offer_sent                    │ 2021-03-26 15:15:17 │ 1     │                            │
│ 361      │ quotation_recieved            │ 2021-04-02 12:02:32 │ 1     │                            │
│ 361      │ deal_won                      │ 2021-04-08 10:36:52 │ 1     │                            │
│ 362      │ leads_registered              │ 2021-03-09 17:01:18 │ 1     │                            │
│ 362      │ leads_qualification           │ 2021-03-12 11:12:04 │ 1     │                            │
│ 362      │ initial_communication_success │ 2021-03-15 10:49:48 │ 0     │ not answered               │
│ 363      │ leads_registered              │ 2021-03-09 17:34:53 │ 1     │                            │
│ 363      │ leads_qualification           │ 2021-03-12 11:42:07 │ 1     │                            │
│ 363      │ initial_communication_success │ 2021-03-15 16:05:30 │ 1     │                            │
│ 363      │ approach_success              │ 2021-03-16 17:54:47 │ 0     │ already use other products │
│ 364      │ leads_registered              │ 2021-03-09 17:40:38 │ 1     │                            │
│ 365      │ leads_registered              │ 2021-03-09 17:46:56 │ 1     │                            │
│ 366      │ leads_registered              │ 2021-03-10 09:40:29 │ 1     │                            │
│ 367      │ leads_registered              │ 2021-03-10 10:14:46 │ 1     │                            │
│ 368      │ leads_registered              │ 2021-03-10 10:27:26 │ 1     │                            │
│ 368      │ leads_qualification           │ 2021-03-15 16:54:16 │ 1     │                            │
│ 368      │ initial_communication_success │ 2021-03-17 11:08:35 │ 1     │                            │
│ 368      │ approach_success              │ 2021-03-19 15:29:17 │ 1     │                            │
