leads_id,last_stage,no_of_stage,start_ts,stage2_ts,stage3_ts,stage4_ts,stage5_ts,stage6_ts,stage7_ts,stage8_ts,stage2_state,stage3_state,stage4_state,stage5_state,stage6_state,stage7_state,stage8_state,reason,last_ts,stage2_duration,stage3_duration,stage4_duration,stage5_duration,stage6_duration,stage7_duration,stage8_duration,last_state,cycle_duration
1919,104,4,"2022-03-24 15:47:31","2022-03-28 13:04:49","2022-03-31 13:10:43","2022-04-01 16:07:01",,,,,1,1,0,,,,,"not interested","2022-04-01 16:07:01",3.89,3.0,1.12,,,,,loss,8.01
192,101,1,"2021-01-18 10:29:42",,,,,,,,,,,,,,,"","2021-01-18 10:29:42",,,,,,,,open,0.0
1920,104,4,"2022-03-24 17:02:44","2022-03-30 15:27:54","2022-04-01 15:46:42","2022-04-04 12:06:47",,,,,1,1,0,,,,,"not interested","2022-04-04 12:06:47",5.93,2.01,2.85,,,,,loss,10.79
1921,108,8,"2022-03-24 17:47:00","2022-03-28 13:53:26","2022-03-29 16:55:36","2022-03-31 10:20:08","2022-04-08 17:57:38","2022-04-12 09:12:34","2022-04-19 16:41:28","2022-04-26 09:05:05",1,1,1,1,1,1,1,"","2022-04-26 09:05:05",3.84,1.13,1.73,8.32,3.64,7.31,6.68,won,32.64
1922,108,8,"2022-03-25 09:20:10","2022-03-30 11:42:30","2022-04-01 16:09:08","2022-04-04 11:47:18","2022-04-14 15:16:46","2022-04-15 17:37:09","2022-04-20 17:59:24","2022-04-26 14:39:37",1,1,1,1,1,1,1,"","2022-04-26 14:39:37",5.1,2.19,2.82,10.15,1.1,5.02,5.86,won,32.22
1923,102,2,"2022-03-25 09:24:03","2022-03-29 09:47:59",,,,,,,0,,,,,,,"not selected","2022-03-29 09:47:59",4.02,,,,,,,loss,4.02
1924,108,8,"2022-03-25 09:27:32","2022-03-29 16:56:49","2022-03-31 15:39:50","2022-04-01 15:12:47","2022-04-08 16:37:05","2022-04-11 10:57:38","2022-04-19 12:36:25","2022-04-25 17:43:23",1,1,1,1,1,1,1,"","2022-04-25 17:43:23",4.31,1.95,0.98,7.06,2.76,8.07,6.21,won,31.34
1925,108,8,"2022-03-25 09:30:31","2022-04-01 13:59:16","2022-04-04 16:21:11","2022-04-05 11:57:21","2022-04-11 14:49:23","2022-04-14 17:06:56","2022-04-21 10:43:41","2022-04-29 14:42:11",1,1,1,1,1,1,1,"","2022-04-29 14:42:11",7.19,3.1,0.82,6.12,3.1,6.73,8.17,won,35.22
1926,101,1,"2022-03-25 09:37:12",,,,,,,,,,,,,,,"","2022-03-25 09:37:12",,,,,,,,open,0.0
1927,103,3,"2022-03-25 10:10:38","2022-04-01 10:37:56","2022-04-04 17:03:54",,,,,,1,0,,,,,,"not interested","2022-04-04 17:03:54",7.02,3.27,,,,,,loss,10.29
1928,108,8,"2022-03-25 10:51:11","2022-03-28 09:19:41","2022-03-30 09:52:40","2022-03-31 17:07:24","2022-04-08 09:53:19","2022-04-11 13:18:31","2022-04-20 13:19:46","2022-04-26 16:21:24",1,1,1,1,1,1,1,"","2022-04-26 16:21:24",2.94,2.02,1.3,7.7,3.14,9.0,6.13,won,32.23
1929,105,5,"2022-03-25 11:02:37","2022-03-29 12:07:40","2022-04-01 09:17:10","2022-04-04 15:12:02","2022-04-11 12:44:15",,,,1,1,1,0,,,,"not answered","2022-04-11 12:44:15",4.05,2.88,3.25,6.9,,,,loss,17.07
193,104,4,"2021-01-18 16:17:34","2021-01-22 11:28:43","2021-01-25 14:18:48","2021-01-27 10:08:25",,,,,1,1,0,,,,,"not interested","2021-01-27 10:08:25",3.8,3.12,1.83,,,,,loss,8.74
1930,105,5,"2022-03-25 11:14:03","2022-04-01 13:10:02","2022-04-04 11:11:01","2022-04-05 11:27:21","2022-04-13 11:14:49",,,,1,1,1,0,,,,"not interested","2022-04-13 11:14:49",7.08,2.92,1.01,7.99,,,,loss,19.0
1931,103,3,"2022-03-25 13:22:34","2022-03-28 14:25:05","2022-03-29 10:16:57",,,,,,1,0,,,,,,"not answered","2022-03-29 10:16:57",3.04,0.83,,,,,,loss,3.87
1932,108,8,"2022-03-25 16:07:28","2022-04-01 11:06:34","2022-04-04 09:51:29","2022-04-07 13:58:43","2022-04-12 09:47:59","2022-04-14 15:23:16","2022-04-21 09:18:37","2022-04-28 13:43:34",1,1,1,1,1,1,1,"","2022-04-28 13:43:34",6.79,2.95,3.17,4.83,2.23,6.75,7.18,won,33.9
1933,104,4,"2022-03-25 16:34:03","2022-03-31 13:56:47","2022-04-01 11:49:53","2022-04-04 09:50:18",,,,,1,1,0,,,,,"not answered","2022-04-04 09:50:18",5.89,0.91,2.92,,,,,loss,9.72
1934,105,5,"2022-03-25 16:35:37","2022-03-30 16:41:03","2022-03-31 09:03:26","2022-04-01 12:16:34","2022-04-11 13:00:47",,,,1,1,1,0,,,,"not interested","2022-04-11 13:00:47",5.0,0.68,1.13,10.03,,,,loss,16.85
1935,106,6,"2022-03-25 16:38:09","2022-03-31 11:01:03","2022-04-01 16:49:35","2022-04-04 16:46:43","2022-04-12 09:21:56","2022-04-14 17:17:39",,,1,1,1,1,0,,,"not answered","2022-04-14 17:17:39",5.77,1.24,3.0,7.69,2.33,,,loss,20.03
1936,106,6,"2022-03-25 16:39:11","2022-04-01 13:35:35","2022-04-04 14:21:05","2022-04-05 13:00:39","2022-04-11 11:56:34","2022-04-13 11:00:07",,,1,1,1,1,0,,,"price not fit","2022-04-13 11:00:07",6.87,3.03,0.94,5.96,1.96,,,loss,18.76
1937,104,4,"2022-03-25 16:46:25","2022-03-28 16:33:22","2022-03-29 13:06:45","2022-03-31 12:02:26",,,,,1,1,0,,,,,"not answered","2022-03-31 12:02:26",2.99,0.86,1.96,,,,,loss,5.8
1938,106,6,"2022-03-25 16:53:16","2022-03-28 13:32:19","2022-03-30 16:51:20","2022-04-01 11:17:04","2022-04-08 10:34:48","2022-04-11 10:37:26",,,1,1,1,1,0,,,"not interested","2022-04-11 10:37:26",2.86,2.14,1.77,6.97,3.0,,,loss,16.74
1939,101,1,"2022-03-25 17:18:34",,,,,,,,,,,,,,,"","2022-03-25 17:18:34",,,,,,,,open,0.0
194,101,1,"2021-01-19 09:05:10",,,,,,,,,,,,,,,"","2021-01-19 09:05:10",,,,,,,,open,0.0
1940,101,1,"2022-03-28 09:09:48",,,,,,,,,,,,,,,"","2022-03-28 09:09:48",,,,,,,,open,0.0
1941,102,2,"2022-03-28 09:56:45","2022-04-01 17:15:08",,,,,,,0,,,,,,,"not selected","2022-04-01 17:15:08",4.3,,,,,,,loss,4.3
1942,108,8,"2022-03-28 10:05:58","2022-04-04 16:11:05","2022-04-05 13:56:42","2022-04-08 14:49:09","2022-04-18 15:44:11","2022-04-20 12:50:18","2022-04-27 16:42:02","2022-05-03 15:15:48",1,1,1,1,1,1,1,"","2022-05-03 15:15:48",7.25,0.91,3.04,10.04,1.88,7.16,5.94,won,36.22
1943,102,2,"2022-03-28 14:01:06","2022-04-01 16:26:31",,,,,,,0,,,,,,,"not selected","2022-04-01 16:26:31",4.1,,,,,,,loss,4.1
1944,101,1,"2022-03-28 14:23:15",,,,,,,,,,,,,,,"","2022-03-28 14:23:15",,,,,,,,open,0.0
1945,107,7,"2022-03-28 16:15:30","2022-04-01 09:08:01","2022-04-04 15:54:39","2022-04-06 14:09:25","2022-04-15 17:36:15","2022-04-18 13:59:42","2022-04-25 15:28:33",,1,1,1,1,1,0,,"not answered","2022-04-25 15:28:33",3.7,3.28,1.93,9.14,2.85,7.06,,loss,27.97
1946,104,4,"2022-03-28 16:17:12","2022-04-01 16:47:47","2022-04-04 14:42:25","2022-04-05 14:58:25",,,,,1,1,0,,,,,"not answered","2022-04-05 14:58:25",4.02,2.91,1.01,,,,,loss,7.95
1947,106,6,"2022-03-28 16:19:19","2022-04-01 17:57:10","2022-04-04 16:10:19","2022-04-05 14:30:35","2022-04-11 16:49:11","2022-04-15 11:41:35",,,1,1,1,1,0,,,"not answered","2022-04-15 11:41:35",4.07,2.93,0.93,6.1,3.79,,,loss,17.81
1948,102,2,"2022-03-28 16:20:23","2022-04-01 11:18:27",,,,,,,0,,,,,,,"not selected","2022-04-01 11:18:27",3.79,,,,,,,loss,3.79
1949,105,5,"2022-03-28 16:21:22","2022-04-01 12:59:15","2022-04-04 16:32:57","2022-04-07 14:09:01","2022-04-13 10:32:15",,,,1,1,1,0,,,,"price not fit","2022-04-13 10:32:15",3.86,3.15,2.9,5.85,,,,loss,15.76
195,101,1,"2021-01-19 17:42:05",,,,,,,,,,,,,,,"","2021-01-19 17:42:05",,,,,,,,open,0.0
1950,108,8,"2022-03-28 17:31:14","2022-04-01 15:18:02","2022-04-04 13:21:52","2022-04-06 13:04:30","2022-04-12 12:50:48","2022-04-14 12:18:20","2022-04-20 10:40:32","2022-04-22 12:58:45",1,1,1,1,1,1,1,"","2022-04-22 12:58:45",3.91,2.92,1.99,5.99,1.98,5.93,2.1,won,24.81
1951,105,5,"2022-03-28 17:32:52","2022-04-01 12:08:10","2022-04-04 16:00:23","2022-04-07 09:45:35","2022-04-12 11:33:08",,,,1,1,1,0,,,,"price not fit","2022-04-12 11:33:08",3.77,3.16,2.74,5.07,,,,loss,14.75
1952,104,4,"2022-03-28 17:35:33","2022-04-01 15:57:11","2022-04-04 09:33:49","2022-04-05 13:32:17",,,,,1,1,0,,,,,"not interested","2022-04-05 13:32:17",3.93,2.73,1.17,,,,,loss,7.83
1953,105,5,"2022-03-28 17:44:37","2022-03-30 13:46:59","2022-04-01 17:36:27","2022-04-04 13:18:20","2022-04-13 09:21:49",,,,1,1,1,0,,,,"price not fit","2022-04-13 09:21:49",1.83,2.16,2.82,8.84,,,,loss,15.65
1954,107,7,"2022-03-28 17:47:39","2022-04-01 13:47:10","2022-04-04 11:15:32","2022-04-06 13:55:47","2022-04-13 12:06:39","2022-04-14 15:16:22","2022-04-20 12:03:15",,1,1,1,1,1,0,,"not answered","2022-04-20 12:03:15",3.83,2.89,2.11,6.92,1.13,5.87,,loss,22.76
1955,108,8,"2022-03-29 09:12:21","2022-04-01 13:41:41","2022-04-04 10:34:55","2022-04-05 11:27:34","2022-04-14 16:14:44","2022-04-18 10:20:28","2022-04-27 11:37:27","2022-05-03 17:35:17",1,1,1,1,1,1,1,"","2022-05-03 17:35:17",3.19,2.87,1.04,9.2,3.75,9.05,6.25,won,35.35
1956,101,1,"2022-03-29 12:30:45",,,,,,,,,,,,,,,"","2022-03-29 12:30:45",,,,,,,,open,0.0
1957,108,8,"2022-03-29 16:09:57","2022-04-04 10:56:00","2022-04-05 10:25:36","2022-04-06 11:56:48","2022-04-14 16:20:39","2022-04-18 10:46:16","2022-04-26 10:28:03","2022-05-04 10:00:11",1,1,1,1,1,1,1,"","2022-05-04 10:00:11",5.78,0.98,1.06,8.18,3.77,7.99,7.98,won,35.74
1958,106,6,"2022-03-29 17:11:40","2022-04-04 15:03:17","2022-04-05 15:30:19","2022-04-07 14:15:59","2022-04-12 11:17:34","2022-04-13 15:03:11",,,1,1,1,1,0,,,"not interested","2022-04-13 15:03:11",5.91,1.02,1.95,4.88,1.16,,,loss,14.91
1959,102,2,"2022-03-29 17:36:01","2022-04-01 15:56:56",,,,,,,0,,,,,,,"not selected","2022-04-01 15:56:56",2.93,,,,,,,loss,2.93
196,105,5,"2021-01-20 12:42:08","2021-01-25 15:24:19","2021-01-26 14:15:34","2021-01-29 15:15:51","2021-02-01 09:07:12",,,,1,1,1,0,,,,"not interested","2021-02-01 09:07:12",5.11,0.95,3.04,2.74,,,,loss,11.85
1960,101,1,"2022-03-30 09:04:48",,,,,,,,,,,,,,,"","2022-03-30 09:04:48",,,,,,,,open,0.0
1961,106,6,"2022-03-30 10:12:03","2022-04-01 10:19:02","2022-04-04 15:20:12","2022-04-07 11:56:09","2022-04-12 10:02:05","2022-04-14 10:01:00",,,1,1,1,1,0,,,"price not fit","2022-04-14 10:01:00",2.0,3.21,2.86,4.92,2.0,,,loss,14.99
1962,104,4,"2022-03-30 10:12:47","2022-04-04 09:44:39","2022-04-06 17:01:17","2022-04-07 16:46:54",,,,,1,1,0,,,,,"not interested","2022-04-07 16:46:54",4.98,2.3,0.99,,,,,loss,8.27
1963,101,1,"2022-03-30 10:19:27",,,,,,,,,,,,,,,"","2022-03-30 10:19:27",,,,,,,,open,0.0
1964,107,7,"2022-03-30 10:21:26","2022-04-04 15:12:32","2022-04-06 17:25:56","2022-04-07 09:26:19","2022-04-12 15:40:02","2022-04-14 14:55:45","2022-04-22 16:32:32",,1,1,1,1,1,0,,"not answered","2022-04-22 16:32:32",5.2,2.09,0.67,5.26,1.97,8.07,,loss,23.26
1965,105,5,"2022-03-30 10:28:25","2022-04-05 11:28:06","2022-04-08 11:29:25","2022-04-11 11:05:19","2022-04-19 12:24:45",,,,1,1,1,0,,,,"price not fit","2022-04-19 12:24:45",6.04,3.0,2.98,8.06,,,,loss,20.08
1966,104,4,"2022-03-30 14:07:33","2022-04-04 17:04:15","2022-04-05 09:05:30","2022-04-06 13:52:29",,,,,1,1,0,,,,,"not interested","2022-04-06 13:52:29",5.12,0.67,1.2,,,,,loss,6.99
1967,107,7,"2022-03-30 14:51:15","2022-04-05 12:40:53","2022-04-08 16:00:18","2022-04-11 17:43:25","2022-04-18 17:57:37","2022-04-20 10:21:35","2022-04-27 12:20:20",,1,1,1,1,1,0,,"not answered","2022-04-27 12:20:20",5.91,3.14,3.07,7.01,1.68,7.08,,loss,27.9
1968,106,6,"2022-03-30 15:07:00","2022-04-06 10:15:34","2022-04-08 17:00:53","2022-04-11 13:16:48","2022-04-18 15:08:02","2022-04-20 14:09:35",,,1,1,1,1,0,,,"price not fit","2022-04-20 14:09:35",6.8,2.28,2.84,7.08,1.96,,,loss,20.96
1969,103,3,"2022-03-30 15:43:22","2022-04-05 11:28:48","2022-04-08 11:11:42",,,,,,1,0,,,,,,"not interested","2022-04-08 11:11:42",5.82,2.99,,,,,,loss,8.81
197,106,6,"2021-01-22 09:03:36","2021-01-29 11:49:32","2021-02-01 14:44:55","2021-02-02 13:26:38","2021-02-08 09:09:59","2021-02-11 13:52:15",,,1,1,1,1,0,,,"not answered","2021-02-11 13:52:15",7.12,3.12,0.95,5.82,3.2,,,loss,20.2
1970,108,8,"2022-03-30 16:56:55","2022-04-01 11:39:04","2022-04-04 16:48:04","2022-04-05 12:44:21","2022-04-11 09:18:48","2022-04-13 10:18:22","2022-04-21 10:44:22","2022-04-27 17:35:54",1,1,1,1,1,1,1,"","2022-04-27 17:35:54",1.78,3.21,0.83,5.86,2.04,8.02,6.29,won,28.03
1971,108,8,"2022-03-30 17:04:32","2022-04-04 17:42:55","2022-04-05 09:36:35","2022-04-06 13:09:17","2022-04-15 11:43:05","2022-04-18 09:24:54","2022-04-25 10:27:31","2022-05-02 17:08:57",1,1,1,1,1,1,1,"","2022-05-02 17:08:57",5.03,0.66,1.15,8.94,2.9,7.04,7.28,won,33.0
1972,108,8,"2022-03-30 17:24:05","2022-04-04 17:19:38","2022-04-05 14:18:59","2022-04-06 16:25:53","2022-04-11 17:19:22","2022-04-12 09:28:00","2022-04-19 10:47:48","2022-04-27 14:52:33",1,1,1,1,1,1,1,"","2022-04-27 14:52:33",5.0,0.87,1.09,5.04,0.67,7.06,8.17,won,27.89
1973,108,8,"2022-03-31 09:14:15","2022-04-05 17:14:52","2022-04-07 09:29:28","2022-04-08 10:58:48","2022-04-14 15:51:01","2022-04-18 09:09:23","2022-04-26 16:20:28","2022-05-03 17:52:41",1,1,1,1,1,1,1,"","2022-05-03 17:52:41",5.33,1.68,1.06,6.2,3.72,8.3,7.06,won,33.36
1974,104,4,"2022-03-31 09:30:59","2022-04-04 11:19:10","2022-04-06 15:24:58","2022-04-07 17:43:50",,,,,1,1,0,,,,,"not answered","2022-04-07 17:43:50",4.08,2.17,1.1,,,,,loss,7.34
1975,103,3,"2022-03-31 10:21:46","2022-04-04 10:20:09","2022-04-05 12:30:08",,,,,,1,0,,,,,,"not answered","2022-04-05 12:30:08",4.0,1.09,,,,,,loss,5.09
1976,101,1,"2022-03-31 12:07:49",,,,,,,,,,,,,,,"","2022-03-31 12:07:49",,,,,,,,open,0.0
1977,108,8,"2022-03-31 12:28:04","2022-04-06 13:22:35","2022-04-07 09:43:30","2022-04-08 12:13:23","2022-04-14 11:50:58","2022-04-15 09:50:51","2022-04-20 09:40:43","2022-04-27 09:39:28",1,1,1,1,1,1,1,"","2022-04-27 09:39:28",6.04,0.85,1.1,5.98,0.92,4.99,7.0,won,26.88
1978,101,1,"2022-03-31 12:30:26",,,,,,,,,,,,,,,"","2022-03-31 12:30:26",,,,,,,,open,0.0
1979,102,2,"2022-03-31 12:39:01","2022-04-04 12:57:04",,,,,,,0,,,,,,,"not selected","2022-04-04 12:57:04",4.01,,,,,,,loss,4.01
198,101,1,"2021-01-22 09:49:37",,,,,,,,,,,,,,,"","2021-01-22 09:49:37",,,,,,,,open,0.0
1980,108,8,"2022-03-31 13:55:40","2022-04-06 13:10:39","2022-04-08 17:47:55","2022-04-11 09:53:11","2022-04-18 17:38:18","2022-04-19 17:47:11","2022-04-27 16:52:32","2022-05-03 10:54:13",1,1,1,1,1,1,1,"","2022-05-03 10:54:13",5.97,2.19,2.67,7.32,1.01,7.96,5.75,won,32.87
1981,101,1,"2022-03-31 16:05:25",,,,,,,,,,,,,,,"","2022-03-31 16:05:25",,,,,,,,open,0.0
1982,101,1,"2022-03-31 16:25:04",,,,,,,,,,,,,,,"","2022-03-31 16:25:04",,,,,,,,open,0.0
1983,108,8,"2022-03-31 17:10:17","2022-04-04 11:11:46","2022-04-05 09:53:28","2022-04-06 12:59:01","2022-04-11 11:15:13","2022-04-13 13:50:58","2022-04-21 16:22:57","2022-04-27 16:04:47",1,1,1,1,1,1,1,"","2022-04-27 16:04:47",3.75,0.95,1.13,4.93,2.11,8.11,5.99,won,26.95
1984,108,8,"2022-04-01 09:01:44","2022-04-07 10:37:31","2022-04-08 10:45:37","2022-04-11 13:18:22","2022-04-18 11:02:04","2022-04-20 15:11:59","2022-04-27 14:59:55","2022-05-06 10:27:52",1,1,1,1,1,1,1,"","2022-05-06 10:27:52",6.07,1.01,3.11,6.91,2.17,6.99,8.81,won,35.06
1985,105,5,"2022-04-01 09:44:22","2022-04-08 17:35:17","2022-04-11 16:04:20","2022-04-13 11:38:27","2022-04-19 16:20:27",,,,1,1,1,0,,,,"not answered","2022-04-19 16:20:27",7.33,2.94,1.82,6.2,,,,loss,18.28
1986,105,5,"2022-04-01 09:46:00","2022-04-05 10:12:34","2022-04-07 10:25:42","2022-04-08 11:03:45","2022-04-15 13:03:43",,,,1,1,1,0,,,,"price not fit","2022-04-15 13:03:43",4.02,2.01,1.03,7.08,,,,loss,14.14
1987,104,4,"2022-04-01 10:31:11","2022-04-08 16:34:57","2022-04-11 17:36:25","2022-04-12 14:54:37",,,,,1,1,0,,,,,"not interested","2022-04-12 14:54:37",7.25,3.04,0.89,,,,,loss,11.18
1988,102,2,"2022-04-01 12:07:31","2022-04-05 09:06:52",,,,,,,0,,,,,,,"not selected","2022-04-05 09:06:52",3.87,,,,,,,loss,3.87
1989,108,8,"2022-04-01 12:19:22","2022-04-08 16:04:02","2022-04-11 14:47:36","2022-04-13 13:57:05","2022-04-20 15:57:01","2022-04-21 17:29:09","2022-04-27 16:16:05","2022-05-05 16:55:37",1,1,1,1,1,1,1,"","2022-05-05 16:55:37",7.16,2.95,1.96,7.08,1.06,5.95,8.03,won,34.19
199,108,8,"2021-01-22 11:19:32","2021-01-29 15:34:05","2021-02-01 16:28:08","2021-02-02 09:19:48","2021-02-10 10:19:34","2021-02-12 14:24:10","2021-02-19 17:44:42","2021-02-25 10:23:48",1,1,1,1,1,1,1,"","2021-02-25 10:23:48",7.18,3.04,0.7,8.04,2.17,7.14,5.69,won,33.96
1990,106,6,"2022-04-01 13:24:41","2022-04-04 17:05:45","2022-04-05 10:52:50","2022-04-06 11:28:03","2022-04-12 16:32:01","2022-04-14 16:08:32",,,1,1,1,1,0,,,"price not fit","2022-04-14 16:08:32",3.15,0.74,1.02,6.21,1.98,,,loss,13.11
1991,101,1,"2022-04-01 13:26:27",,,,,,,,,,,,,,,"","2022-04-01 13:26:27",,,,,,,,open,0.0
1992,107,7,"2022-04-01 14:52:47","2022-04-08 12:29:39","2022-04-11 16:33:12","2022-04-12 15:07:47","2022-04-19 17:04:00","2022-04-20 09:04:45","2022-04-28 10:17:28",,1,1,1,1,1,0,,"price not fit","2022-04-28 10:17:28",6.9,3.17,0.94,7.08,0.67,8.05,,loss,26.81
1993,101,1,"2022-04-01 14:53:02",,,,,,,,,,,,,,,"","2022-04-01 14:53:02",,,,,,,,open,0.0
1994,108,8,"2022-04-01 15:14:34","2022-04-05 09:45:59","2022-04-08 17:13:21","2022-04-11 12:57:44","2022-04-15 16:05:43","2022-04-19 09:04:22","2022-04-26 10:38:22","2022-04-29 16:52:44",1,1,1,1,1,1,1,"","2022-04-29 16:52:44",3.77,3.31,2.82,4.13,3.71,7.07,3.26,won,28.07
1995,103,3,"2022-04-01 15:26:42","2022-04-08 17:39:30","2022-04-11 15:16:58",,,,,,1,0,,,,,,"not interested","2022-04-11 15:16:58",7.09,2.9,,,,,,loss,9.99
1996,108,8,"2022-04-01 17:07:54","2022-04-08 16:12:24","2022-04-11 10:58:38","2022-04-12 13:58:45","2022-04-18 17:35:40","2022-04-21 09:15:49","2022-04-28 16:20:49","2022-05-02 17:17:48",1,1,1,1,1,1,1,"","2022-05-02 17:17:48",6.96,2.78,1.13,6.15,2.65,7.3,4.04,won,31.01
1997,108,8,"2022-04-01 17:30:32","2022-04-08 10:40:00","2022-04-11 17:39:37","2022-04-13 12:15:40","2022-04-22 17:30:10","2022-04-26 09:00:03","2022-05-04 09:34:49","2022-05-10 15:40:29",1,1,1,1,1,1,1,"","2022-05-10 15:40:29",6.71,3.29,1.78,9.22,3.65,8.02,6.25,won,38.92
1998,106,6,"2022-04-01 17:41:22","2022-04-04 15:43:52","2022-04-05 16:24:04","2022-04-06 11:31:08","2022-04-15 14:20:11","2022-04-19 09:52:56",,,1,1,1,1,0,,,"not answered","2022-04-19 09:52:56",2.92,1.03,0.8,9.12,3.81,,,loss,17.67
1999,104,4,"2022-04-01 17:48:47","2022-04-08 13:16:23","2022-04-11 14:13:41","2022-04-12 13:48:06",,,,,1,1,0,,,,,"not answered","2022-04-12 13:48:06",6.81,3.04,0.98,,,,,loss,10.83
2,108,8,"2020-11-26 09:04:53","2020-12-03 13:07:29","2020-12-04 09:41:16","2020-12-07 12:32:29","2020-12-14 09:56:32","2020-12-15 16:43:05","2020-12-24 14:10:10","2021-01-01 17:45:51",1,1,1,1,1,1,1,"","2021-01-01 17:45:51",7.17,0.86,3.12,6.89,1.28,8.89,8.15,won,36.36
20,106,6,"2020-12-02 15:13:48","2020-12-09 16:02:22","2020-12-11 09:49:17","2020-12-14 14:29:35","2020-12-21 16:41:32","2020-12-25 10:58:35",,,1,1,1,1,0,,,"not interested","2020-12-25 10:58:35",7.03,1.74,3.19,7.09,3.76,,,loss,22.82
200,104,4,"2021-01-22 16:51:32","2021-01-25 09:18:59","2021-01-26 16:30:10","2021-01-27 16:10:27",,,,,1,1,0,,,,,"not answered","2021-01-27 16:10:27",2.69,1.3,0.99,,,,,loss,4.97
2000,108,8,"2022-04-01 17:53:25","2022-04-08 13:05:35","2022-04-11 16:11:31","2022-04-13 10:05:09","2022-04-20 17:13:40","2022-04-21 11:14:30","2022-04-27 15:23:37","2022-05-05 17:49:20",1,1,1,1,1,1,1,"","2022-05-05 17:49:20",6.8,3.13,1.75,7.3,0.75,6.17,8.1,won,34.0
2001,108,8,"2022-04-04 10:06:07","2022-04-08 17:42:52","2022-04-11 10:10:35","2022-04-12 15:29:03","2022-04-19 14:23:23","2022-04-22 09:24:07","2022-04-27 12:40:06","2022-05-03 14:44:00",1,1,1,1,1,1,1,"","2022-05-03 14:44:00",4.32,2.69,1.22,6.95,2.79,5.14,6.09,won,29.19
2002,107,7,"2022-04-04 10:22:02","2022-04-08 12:47:45","2022-04-11 13:17:19","2022-04-12 11:21:23","2022-04-18 09:36:33","2022-04-19 09:31:42","2022-04-29 10:50:50",,1,1,1,1,1,0,,"price not fit","2022-04-29 10:50:50",4.1,3.02,0.92,5.93,1.0,10.05,,loss,25.02
2003,101,1,"2022-04-04 10:23:03",,,,,,,,,,,,,,,"","2022-04-04 10:23:03",,,,,,,,open,0.0
2004,108,8,"2022-04-04 12:24:22","2022-04-07 16:49:28","2022-04-08 11:34:21","2022-04-11 14:40:47","2022-04-18 13:14:36","2022-04-20 10:30:35","2022-04-27 17:24:44","2022-05-06 09:30:21",1,1,1,1,1,1,1,"","2022-05-06 09:30:21",3.18,0.78,3.13,6.94,1.89,7.29,8.67,won,31.88
2005,108,8,"2022-04-04 13:25:34","2022-04-08 11:51:27","2022-04-11 16:40:02","2022-04-12 15:29:43","2022-04-19 15:19:33","2022-04-20 10:24:47","2022-04-26 15:07:46","2022-05-04 16:20:41",1,1,1,1,1,1,1,"","2022-05-04 16:20:41",3.93,3.2,0.95,6.99,0.8,6.2,8.05,won,30.12
2006,101,1,"2022-04-04 17:13:17",,,,,,,,,,,,,,,"","2022-04-04 17:13:17",,,,,,,,open,0.0
2007,108,8,"2022-04-04 17:45:55","2022-04-08 09:48:14","2022-04-11 09:22:11","2022-04-14 15:17:30","2022-04-19 09:46:34","2022-04-21 16:59:12","2022-04-29 14:13:40","2022-05-02 09:16:31",1,1,1,1,1,1,1,"","2022-05-02 09:16:31",3.67,2.98,3.25,4.77,2.3,7.89,2.79,won,27.65
2008,107,7,"2022-04-04 17:48:50","2022-04-08 15:41:49","2022-04-11 09:46:30","2022-04-12 09:47:20","2022-04-18 14:41:09","2022-04-20 17:23:57","2022-04-26 16:17:12",,1,1,1,1,1,0,,"not answered","2022-04-26 16:17:12",3.91,2.75,1.0,6.2,2.11,5.95,,loss,21.94
2009,103,3,"2022-04-05 09:49:02","2022-04-08 15:18:24","2022-04-11 11:32:53",,,,,,1,0,,,,,,"not interested","2022-04-11 11:32:53",3.23,2.84,,,,,,loss,6.07
201,108,8,"2021-01-22 16:54:53","2021-01-28 12:03:20","2021-01-29 11:38:08","2021-02-01 13:07:13","2021-02-08 11:04:59","2021-02-09 09:44:32","2021-02-17 16:07:15","2021-02-23 13:42:54",1,1,1,1,1,1,1,"","2021-02-23 13:42:54",5.8,0.98,3.06,6.92,0.94,8.27,5.9,won,31.87
2010,108,8,"2022-04-05 10:16:48","2022-04-08 14:26:37","2022-04-11 15:26:53","2022-04-12 09:14:53","2022-04-19 13:17:06","2022-04-21 17:01:55","2022-04-26 14:17:07","2022-05-04 16:46:09",1,1,1,1,1,1,1,"","2022-05-04 16:46:09",3.17,3.04,0.74,7.17,2.16,4.89,8.1,won,29.27
2011,101,1,"2022-04-05 11:59:50",,,,,,,,,,,,,,,"","2022-04-05 11:59:50",,,,,,,,open,0.0
2012,105,5,"2022-04-05 12:21:39","2022-04-11 16:38:52","2022-04-12 10:55:41","2022-04-14 14:46:25","2022-04-20 15:01:04",,,,1,1,1,0,,,,"price not fit","2022-04-20 15:01:04",6.18,0.76,2.16,6.01,,,,loss,15.11
2013,104,4,"2022-04-05 12:23:28","2022-04-07 12:03:48","2022-04-08 17:55:37","2022-04-11 14:57:20",,,,,1,1,0,,,,,"not answered","2022-04-11 14:57:20",1.99,1.24,2.88,,,,,loss,6.11
2014,103,3,"2022-04-05 13:37:04","2022-04-08 15:40:41","2022-04-11 09:39:23",,,,,,1,0,,,,,,"not interested","2022-04-11 09:39:23",3.09,2.75,,,,,,loss,5.83
